homelat,homelon,height,n
44.15353756675161,-88.38714312301832,64,1
33.567939724248994,-86.02676801966776,65,1
39.03392701530626,-92.32628186283313,62,1
41.28727238379312,-74.14784352066094,67,1
39.287228515086056,-76.7698594639825,66,1
36.62715101584374,-87.66326620576771,69,1
33.94068507541595,-116.23563554072068,72,1
42.82154762571324,-83.90140302384847,74,1
34.932691517654185,-118.52231601625739,70,1
45.142545805591986,-93.32953102579623,63,1
40.06260243748666,-75.1590097929116,63,1
25.930985203514687,-80.37507313769082,70,1
41.14267102473983,-72.71605675347922,64,1
40.60459048629631,-72.0911932563964,72,1
30.88797863219288,-96.84148316932806,70,1
40.54283090633218,-77.23583466401477,63,1
37.70024691926797,-97.71222018251984,63,1
38.97827841451505,-76.99713849491309,70,1
32.92474156894745,-117.96352138372175,68,1
34.233442782440896,-118.22746372199654,66,1
40.60733985720082,-73.7807767224234,64,1
42.894324265950544,-95.95234042289127,69,1
34.86729617795628,-116.58555105337399,82,1
40.57998483808666,-80.88650887374807,67,1
42.38589545934159,-87.30057697125645,67,1
41.30792880411851,-73.92674645861383,71,1
34.5547542950659,-118.4869970530574,61,1
35.380027627557475,-78.97317013165436,69,1
36.79970859102739,-115.17374785601467,64,1
33.92925832855133,-117.73831550509834,64,1
39.34521608535757,-85.1198025666592,64,1
31.081594603590325,-90.97205390823353,63,1
39.54853078849452,-74.60461212297369,65,1
36.65135589381117,-79.74335385971028,66,1
39.28641196511835,-75.39932742261571,64,1
39.12816462996435,-121.65025023894073,67,1
41.49912729484873,-73.68614483449667,71,1
35.326145829633774,-116.06213623834068,75,1
42.63378598987465,-71.1657721636448,69,1
35.81021414873124,-81.36750689489928,64,1
40.896641953314294,-84.09506668672782,59,1
34.37937928434256,-117.86150438597211,69,1
36.18185790322264,-111.21529510217468,69,1
48.641241227393515,-117.29773197668752,71,1
41.57184446126032,-74.41589920229113,73,1
42.21537938339191,-79.2540835833838,69,1
34.424905509294575,-119.48852767161725,70,1
39.20385530892334,-94.78995257708766,63,1
32.62133536531674,-100.15897384818918,72,1
30.700636213289563,-90.91645559709475,62,1
34.99851246238371,-101.88664009852657,64,1
32.824230694296546,-116.86431895521801,66,1
35.28703413779695,-118.2246099910814,64,1
31.038867745230828,-97.78283462245211,71,1
29.504883510069796,-81.39022637781294,63,1
34.05699231984517,-86.4667483472697,65,1
43.293545514076385,-73.6382124237794,66,1
40.35590898998944,-75.09203026413255,66,1
38.75057986596101,-104.8374675769882,63,1
43.088027010378525,-74.047982598118665,68,1
40.907746423461084,-88.14747010107345,67,1
37.67563828934066,-122.01653366395026,60,1
40.82591411105956,-74.40463111165536,63,1
36.12126746080453,-115.38625513938096,71,1
28.12529661970917,-81.86281155612062,63,1
31.90698606953717,-94.06425231488704,72,1
34.68839430106778,-92.49061855838804,70,1
31.06656728052917,-87.2107066424834,71,1
40.84717517345226,-72.9576495491185,64,1
41.286038952703336,-87.79465793927648,69,1
30.85490718505977,-91.65342451841373,64,1
42.8182566808095,-73.39309999967956,58,1
39.12689676924659,-84.92804554311029,66,1
41.27608195945983,-77.12743414534654,68,1
37.87278795223654,-121.29080062059032,62,1
30.451040969952953,-97.65917733122316,62,1
38.27648630199328,-86.66313810441547,63,1
41.479831539902754,-88.13605887373647,70,1
29.16497570912362,-95.19088358172674,73,1
39.099238664044194,-123.19423831788016,71,1
40.529728328107446,-81.94734103349147,71,1
33.875696645528336,-84.44155310476485,65,1
28.316445914348193,-80.59343620999927,72,1
42.880667287244314,-88.1483819881733,68,1
42.163806109595065,-114.39557945408133,66,1
38.93446342475223,-76.5999190356641,57,1
28.11411747354152,-81.42803572441561,69,1
39.146144107043014,-104.84038231997978,63,1
38.36385869698465,-122.07124033287788,65,1
40.840753055081564,-91.0893625896554,61,1
34.62047820953551,-84.8461228399332,63,1
36.37544733456488,-119.730265871383,66,1
42.186872008305365,-83.63369260248516,63,1
39.17626663501527,-89.175921752546,73,1
43.23892364565956,-89.5781267737915,64,1
33.98087913517744,-83.74305850482108,63,1
33.68228654261951,-86.29728532480794,62,1
34.84734249214141,-89.28051603102064,65,1
34.57010923072281,-92.29047136026752,71,1
43.88736498649112,-121.87798489779645,63,1
35.937794396293974,-101.97098984791438,74,1
43.78807071987049,-77.27164850767159,66,1
36.903079193388436,-76.03800636842853,66,1
40.98750850789719,-73.8750995265113,61,1
43.02932031150215,-71.12195147157148,64,1
40.51953412870738,-73.45658007156942,70,1
42.83014691246094,-95.52844437994735,66,1
32.89856911257577,-93.57980752470591,80,1
41.5701821479388,-75.1405110328443,63,1
26.626099199978704,-81.27731436177638,73,1
39.67134064516313,-84.16346617810679,59,1
38.56879733981069,-82.39992066556488,69,1
43.42060493710571,-85.3428198316271,66,1
33.603230717337375,-84.20260801949429,68,1
39.96561556223769,-76.43737323163954,67,1
40.520882412470904,-75.10948064950445,70,1
47.066544143037135,-122.14201635062805,69,1
30.18439551816493,-95.22693060158834,69,1
41.143424065295235,-74.15165319066826,67,1
43.16659473767006,-75.49180675699938,73,1
41.99638164051705,-87.47732613883183,69,1
41.426101909125,-87.78222457948937,64,1
36.80391091506069,-75.68341663881715,60,1
36.52217117983433,-79.89503016448133,65,1
37.189794228036625,-76.73086275806268,69,1
35.264016107222815,-116.78259295250565,68,1
30.513797534085093,-95.44991292432155,60,1
41.98135863802778,-84.23025376610795,68,1
32.99163257323896,-96.53791616299702,64,1
41.509809819393944,-73.23986989536931,72,1
37.736702560157184,-121.8745089626072,69,1
44.169147220305504,-69.92322932184365,62,1
41.206812465192264,-73.96355046496114,70,1
38.96831984155094,-95.39273503004947,69,1
38.982748121871246,-91.11525992407954,65,1
38.042349269573535,-108.1446981729027,68,1
40.4706882599841,-86.09732034789303,64,1
43.734658097370776,-92.54939270035831,66,1
34.32546765429416,-119.12867202903294,68,1
41.93575948124987,-82.01660053882746,68,1
33.969037682689134,-117.85159921823019,66,1
36.83320026441854,-76.19822598765953,70,1
40.869291926557274,-73.86455956501354,65,1
34.91116679524896,-80.79912450278165,63,1
39.26374011226974,-77.6677057559429,71,1
38.44300143702914,-78.02311375958844,69,1
38.57453983424224,-85.469904841584,62,1
40.115948811612,-75.65368428565256,72,1
46.52231927433222,-119.20117849074366,69,1
37.84408859298675,-77.60496391757458,70,1
37.22548533524721,-84.09190409318398,65,1
33.09746423322794,-95.96582131283361,61,1
34.99711741825062,-89.6876739739904,60,1
45.52096562317223,-95.6968000344364,69,1
39.749623855265256,-73.97471984166559,71,1
40.15692698245663,-75.25717026703809,71,1
40.5035342283796,-74.40507396068485,71,1
31.223406892807205,-93.92974829174655,68,1
40.252991732257506,-77.69286490026866,61,1
40.72504012345195,-98.3890592389141,71,1
45.043899491909116,-93.06366982964366,74,1
34.41115016504037,-118.10518932733837,63,1
28.62005277867314,-82.48183367111456,65,1
42.18197485034209,-87.42171740104104,69,1
41.12222302929824,-73.06166836662891,64,1
37.38801031495366,-77.11733332876959,70,1
33.888387810723884,-85.53972556939398,74,1
29.37611451859336,-98.42335143149987,70,1
41.15469632516502,-96.57967839140734,67,1
39.50850646357353,-84.34230632808801,69,1
33.55375970176331,-115.65722822500219,67,1
26.088300722286153,-80.7663733857239,67,1
32.46460620750056,-85.38100626165932,66,1
29.508964207314914,-95.5984449585154,67,1
38.45217715578152,-121.98099233041701,63,1
33.26090001458372,-118.2692180853212,67,1
36.437543248696635,-87.4790654354,73,1
34.40223066706367,-116.32779158505028,70,1
30.326123347584623,-89.25793568395615,67,1
33.970242196136425,-110.42743622552115,61,1
41.55368497532709,-90.2284392634194,67,1
41.63526811350391,-73.20969326117957,67,1
38.344524185573896,-104.58978672948307,64,1
40.75188672960424,-82.69441968311382,69,1
26.877673522410205,-82.86020114475471,73,1
42.71954515458593,-114.492299441147,62,1
35.865682492205735,-78.21017416821145,66,1
34.37986984251764,-80.61398324991531,65,1
33.443064007583686,-78.60152083070695,64,1
38.48540611491936,-120.89452219625285,60,1
39.23900461637177,-84.64716140935639,74,1
29.460494314107248,-98.9860720666534,63,1
37.47566772303086,-120.13883814809279,63,1
32.68081626088691,-112.48251333124523,70,1
37.78512125494155,-122.77394453941761,72,1
38.693598289446484,-90.42326699405737,71,1
41.647001927116094,-83.17459688292826,66,1
42.13829757042011,-71.09623150344252,70,1
32.91220578201832,-96.97164253046273,69,1
32.63802471733859,-86.45279300789838,66,1
45.0212045824648,-122.73314182723668,70,1
38.74791697661413,-104.00991369083955,71,1
43.12653647405224,-86.49010287983987,66,1
26.36876761333964,-80.25415082516442,75,1
40.4093711022436,-74.58642809232704,73,1
38.906394538034604,-122.53672551413402,60,1
32.97465325563155,-97.73862261350854,67,1
35.08803013898535,-84.91419523941595,64,1
26.282449315371245,-80.22245401140826,64,1
42.5701147558306,-71.56806562680669,68,1
29.405050080858164,-95.88560116485266,66,1
40.6279456329822,-73.14440496141887,65,1
40.88489432078957,-79.14883855959336,62,1
44.883016705912084,-89.99156910390916,67,1
25.378993092710065,-80.426745286,62,1
44.6881842266146,-89.6130244238808,69,1
34.76755754619632,-106.37723907828118,70,1
42.547135662421304,-83.28042776203627,74,1
33.55066654535052,-117.82645637209076,60,1
27.976361461638724,-99.04297722209706,61,1
37.30406811858782,-121.460063612855,61,1
33.086481654863135,-111.73372651534399,66,1
42.26158695101669,-87.10165188104932,75,1
37.202263116648126,-122.5033527764415,63,1
43.42380288824388,-88.100007350144793,64,1
40.13502062429409,-75.03968813531053,61,1
38.16107832105669,-102.13781252230565,67,1
36.421548690592005,-118.95143375060101,73,1
42.69405332099013,-83.45492305744725,67,1
34.818820840526016,-106.71569652106562,71,1
33.82965733291122,-118.23886967114885,71,1
42.23868829871528,-71.53917598585738,72,1
35.98766707384141,-79.84069260529509,69,1
42.18584126026638,-70.73169744944907,67,1
33.27769129454832,-90.7151228925328,70,1
38.77193688971896,-77.70433026642169,71,1
36.82303708271954,-121.70282957216189,67,1
35.96305085027483,-115.1335223533187,67,1
46.3277452919922,-119.74244891241963,72,1
43.681026838351045,-96.8124773350599,71,1
32.712393888641465,-96.35309734818956,64,1
30.171008382248147,-95.27901591561891,63,1
25.696658517742158,-80.36574108463165,71,1
33.87969383085372,-83.8611418173016,63,1
36.47591073596384,-108.46572275246241,65,1
39.88002281137531,-75.36737176892233,60,1
26.69986045339504,-81.048958772052,68,1
44.97237679108886,-93.43602877486535,61,1
33.76198533447073,-118.11575550600502,67,1
34.880205369759096,-92.759873593738,64,1
38.543270513886114,-90.21342230861313,69,1
34.06594872032302,-118.56005497562143,67,1
34.265090682068234,-115.75214030713234,53,1
40.69196493312783,-105.58576121443231,69,1
33.08293807595665,-114.87129753423366,77,1
30.26532776277897,-88.31018507716487,72,1
33.718746611138975,-115.73927418077145,65,1
41.80540885679236,-80.62900025368424,71,1
32.52687134459399,-111.66274856633318,68,1
37.12849956159248,-77.56472639931665,62,1
43.86742169087249,-123.217214525294,68,1
27.09753220991454,-81.28281467147387,70,1
38.907208987706156,-86.73074005355926,75,1
38.03870455501521,-85.48971247400634,67,1
36.57583195996583,-121.03648787352174,60,1
29.654761046263943,-92.1076542378407,75,1
44.97310680484498,-93.34056717113245,72,1
34.569668379999726,-118.00461895758073,68,1
25.652440807871162,-80.68302435681203,73,1
41.401050973601535,-71.75662388992126,69,1
39.67449440197164,-83.91729031935354,62,1
35.25334597181282,-90.1193308335032,74,1
38.26630974077261,-121.29070046981212,68,1
43.3244064525243,-85.36527887032419,63,1
36.66964717376584,-83.40351807174929,63,1
28.18925335655189,-82.78171026133711,62,1
33.70100184015538,-112.09765773020682,66,1
33.94545178956872,-83.58928786372444,61,1
29.287454492447868,-96.9331767072223,65,1
39.51808986426915,-80.3565068167177,66,1
38.802886544620904,-94.26328650007487,68,1
37.70679830727886,-121.42151091573336,69,1
32.49596806862544,-97.0190468735563,74,1
42.26057142228018,-86.77050265208852,75,1
35.26962417660749,-89.54591768445839,73,1
37.92634440798123,-121.52701301588019,66,1
29.683215631817056,-95.5594749929627,65,1
37.47887423102175,-121.8978041751061,72,1
33.26421963491839,-116.50568105656023,60,1
36.53108734002238,-77.07747186688097,62,1
33.618130835831536,-112.38958238626827,62,1
39.19672293978155,-83.86452012829488,68,1
34.20640327788386,-118.25390030364983,64,1
35.14893656774073,-93.0282832350378,66,1
40.210605948890944,-81.48721180071385,68,1
35.62702750021121,-78.26323281551151,65,1
33.85731581599197,-118.32582539790127,55,1
45.62858278638061,-123.53321679818274,68,1
26.353228177094614,-98.04757708886076,63,1
33.121857479676294,-116.90970128753303,64,1
29.141478488843262,-95.11890633885584,76,1
39.58053222005091,-92.92995260018809,70,1
42.94942535693575,-84.46148699825913,72,1
39.25295605444329,-77.67735876582229,68,1
34.041123036319064,-118.54260646773663,72,1
44.51408558835126,-84.32198702039469,63,1
40.95311494478405,-73.73719320479707,74,1
47.89839629240234,-122.33128356026536,69,1
33.29706902076255,-87.39078317472213,63,1
40.573801695518654,-75.06705138117987,69,1
37.28432818985698,-121.42575485830992,65,1
38.7718489302688,-82.63706906670954,69,1
41.03679006056393,-112.5355061362002,60,1
41.787162825012416,-87.85405355532335,70,1
39.49297877026449,-77.83380061814086,73,1
37.77431678253132,-121.15045035569402,72,1
33.65336011948692,-86.81097309259461,70,1
35.033927554755095,-79.35742725353836,63,1
26.625921369396234,-82.11476191688014,68,1
40.272188801063535,-74.51039474340514,66,1
32.7092998831472,-103.3569854552581,62,1
37.60368668470287,-88.58432243792628,72,1
42.36692874277816,-83.91784859730583,66,1
41.50639980852221,-73.84906994082812,68,1
30.181630276936453,-98.16941356717203,63,1
33.751216946079786,-112.52914807989872,72,1
35.20410024969437,-116.53858821117893,74,1
40.15544953264088,-89.69356754198104,67,1
42.851672213277745,-77.2292592445478,63,1
30.088102220613422,-95.17156239365119,63,1
33.70757551955117,-118.98242402920303,65,1
29.280645687376733,-95.2889996996443,61,1
37.52852188440708,-121.66712252281764,76,1
34.70448305780826,-106.34162829297497,84,1
39.87379221418488,-74.63200912162577,61,1
26.265684407370692,-82.19969514357757,72,1
35.64716998081765,-78.14960941992447,66,1
29.45429767492428,-94.96003542527963,62,1
44.10633182619199,-93.43851343384948,71,1
40.8440813846263,-83.91455046900636,60,1
38.852451674804044,-94.09991985901046,60,1
30.930801752282214,-97.29371606535527,69,1
43.63762955835947,-69.65163583348979,71,1
38.65032743683257,-104.90270312130104,63,1
41.68906081461943,-78.18751717528822,66,1
34.72857111489236,-91.9459341265757,64,1
38.723909017717126,-82.48976739210605,68,1
41.590818317280664,-73.9165710368873,73,1
34.936548032069716,-118.77289842278512,69,1
36.73136406076148,-93.70297345579864,73,1
42.627061101054124,-88.12428710251878,68,1
44.366205057408706,-89.95493349545293,69,1
33.82782367452694,-117.79137074012947,61,1
32.78182571895698,-116.84220683047211,64,1
37.79091984648089,-85.58931507082097,69,1
37.85994009312651,-77.47694667917445,76,1
42.08773843058085,-87.68689545137518,72,1
44.1475461641514,-123.29954844867133,62,1
40.57007944076403,-76.84693861340597,63,1
45.973610329831686,-85.93184832778799,69,1
38.15487966490278,-78.37543087111331,71,1
39.51065045722473,-73.57503636691449,66,1
29.551040967643136,-101.24423222804566,63,1
47.378878015322826,-117.39449228902866,68,1
42.59411384589336,-82.47767662452037,63,1
42.596178983590285,-84.08410578755887,64,1
39.88346206506283,-85.30728832484347,69,1
30.426449243016418,-95.73650061036115,62,1
35.42695864752311,-90.04200798294951,62,1
40.29120029482065,-82.68347665674051,65,1
38.46293921886931,-88.02398794886872,70,1
39.4229094963585,-77.21849292048215,71,1
39.1308162608208,-104.85502318421,70,1
42.778231671145086,-83.54884483610935,65,1
43.2518755374768,-85.99260767661588,72,1
34.47927452425331,-116.21047728622311,74,1
41.85506394638554,-74.22797846004322,63,1
38.59458367941284,-77.79357709619501,60,1
39.29998197284479,-76.9297918424099,65,1
42.30166221897557,-71.64792637738998,66,1
41.232493990625116,-75.8664369358116,67,1
35.49626832646127,-77.82191000614145,67,1
34.99974836096431,-103.54742623468714,71,1
40.906339395792656,-74.82012788378586,67,1
32.19841420722254,-84.49147576747268,71,1
30.567406218490788,-95.99573531791862,73,1
42.08014130912897,-87.72452010518731,70,1
36.42981242193869,-78.67465777214208,74,1
41.26029510477973,-85.45472484920266,76,1
33.82676249085875,-98.04223971664845,60,1
38.70950803809505,-76.48726770473704,70,1
39.257180419171036,-83.98775808839808,67,1
29.841047506734366,-98.36520323595491,75,1
37.76912405910471,-97.24442362828496,72,1
37.67476024537476,-121.74579553619945,64,1
36.43573791822013,-115.19512758367881,64,1
30.90280873229453,-87.11764147925975,66,1
40.15653855612697,-73.92540211145358,67,1
40.965678538931435,-74.13662927704767,66,1
36.882547409729995,-121.74923076675432,72,1
41.900838973524216,-73.02473221464727,67,1
30.284550496715813,-93.76089316801736,68,1
41.13222326694661,-74.2803005539399,71,1
40.31411579558151,-90.17252495068449,67,1
37.31587547258457,-122.31770637796572,68,1
26.00795788420257,-80.07086636421288,65,1
39.607362023159006,-85.90572162956985,67,1
40.51486330905847,-79.88010333388699,71,1
41.39520501388514,-74.61709816713628,65,1
36.178200760549174,-78.78880358663064,62,1
40.82570231850357,-82.71056969138098,60,1
33.148226467622344,-85.34977751190279,67,1
35.504490558328946,-107.09415231515896,69,1
35.538333317913384,-116.23986569924332,71,1
39.05403036371206,-75.83275316874918,74,1
33.99540937029922,-84.81478364023526,68,1
35.40671532725657,-101.89853315888301,67,1
39.834527447520806,-95.04029639486804,67,1
43.049620096133005,-85.6250106691108,65,1
39.216226261757,-84.88428082939602,69,1
42.27931680949929,-74.25678756383394,64,1
35.47698197852755,-118.87275823378828,74,1
40.17772675345702,-73.68564008526064,71,1
28.27046220724706,-82.52725027489973,78,1
30.14373560124769,-96.84714777451828,67,1
39.05152680483492,-76.58398949728226,69,1
42.07610774445187,-87.53122368477901,64,1
40.85198085121287,-79.50608408535314,65,1
34.58249417026052,-82.64588301822857,67,1
45.55289156866267,-122.60685688088562,66,1
39.13064982524424,-94.69218550985167,66,1
34.217854398146706,-112.9842664833649,74,1
41.21443057207491,-89.95062505468911,75,1
32.059674067859284,-97.3938072475265,65,1
37.3833394202888,-122.01927987581404,63,1
36.20481726139373,-85.6841308897719,66,1
42.091349524417446,-88.01148678137213,73,1
32.46701735747184,-93.86653590173418,76,1
37.696158174955976,-89.21661072800703,69,1
40.967072676801685,-74.36497422798865,64,1
42.33077183004313,-70.91401687282905,62,1
34.84003951173662,-81.44970135189342,70,1
45.81648987686795,-122.83557221475512,74,1
40.42600097777403,-75.07912188670342,67,1
28.385567455990934,-82.32918002385026,69,1
35.11543880208643,-106.37397281859094,68,1
29.86199614465527,-98.61128108011393,63,1
46.99204702784628,-122.22158226756586,68,1
41.68492122266871,-73.88437106217467,64,1
41.339361198409456,-113.052921444651,71,1
39.440149728372035,-94.87221211029077,66,1
43.90030872121704,-91.00990463743534,71,1
34.825413523362094,-86.55268044403606,62,1
33.508240907804094,-116.60834635478213,64,1
38.439670563925304,-122.92209730594959,62,1
41.623736225907095,-90.29769358445249,68,1
37.07244753075718,-94.63192470483071,65,1
34.01328950408344,-98.48709571660906,69,1
37.33416569934696,-84.17252940639057,65,1
46.70056529322188,-121.7192963553213,72,1
40.95621243072203,-112.62717857904504,66,1
28.093377254116493,-81.76679096058827,72,1
48.17656089250177,-122.16523055443386,62,1
42.68974751871558,-92.453082361933,69,1
32.57412196680242,-95.77455759961585,83,1
29.417790202762692,-95.12007683477725,68,1
40.336387239149516,-73.75895556828704,70,1
47.9385016133334,-121.54476734217583,69,1
47.101139589064964,-113.85110630006369,72,1
34.759538769999416,-99.48051376301143,67,1
29.789701659188278,-82.43109040669296,71,1
37.90980008379072,-81.29916646141989,63,1
45.21201976878151,-111.42564040178439,64,1
33.7653790624368,-118.09077396781498,72,1
29.928767580370277,-95.47517406761787,70,1
42.09751771957561,-73.46785771636165,68,1
34.02242488024322,-118.54267774574934,62,1
26.559544660714383,-80.20373854364452,62,1
41.46413119414746,-73.64508713132787,66,1
42.231186950406034,-72.71795817306914,67,1
27.99411976022953,-82.55428213133486,74,1
40.9979348041329,-73.3445584132013,63,1
43.395154274388645,-89.70205568896468,70,1
29.731440655162473,-82.17996911906751,71,1
41.1791449359006,-81.2400997516405,69,1
33.6270105035134,-112.86927858756037,72,1
35.30503943209922,-97.1220934250242,61,1
29.072421935902717,-98.17850849474446,68,1
41.53877345762445,-72.83979246670106,59,1
37.257973374914165,-80.536139168233575,74,1
41.344125349930636,-81.72749827396157,63,1
31.435080592283388,-89.16024263768179,71,1
32.29076859447884,-97.04306712444607,69,1
35.37699263560805,-119.83275462763694,67,1
29.25189195338883,-90.3962911840068,68,1
38.88754031803437,-76.35036533166493,65,1
33.80542136074465,-84.27631152835738,66,1
33.28528730118124,-86.99417772970479,67,1
30.710769306631814,-87.18764535587603,61,1
37.626589368189,-75.36152561025273,65,1
34.810395946259014,-112.65836096421029,65,1
30.97452099774486,-81.52850351815269,60,1
38.16243529660518,-86.0607788521757,64,1
32.346327663761514,-111.84845092118663,67,1
39.258008758759225,-77.17756630162394,63,1
38.903674561723484,-93.74254971416617,68,1
30.358590594049442,-96.19720891721963,66,1
37.950254127783204,-122.04282275460979,71,1
42.594452518885795,-82.82304724175202,73,1
35.168996647060155,-86.39279211774232,71,1
29.880306394133356,-85.58509279080971,69,1
27.985345554344025,-82.68644123521457,70,1
32.73926801113572,-84.00387206655105,71,1
34.74738169710275,-88.06593287370418,73,1
34.09109337505515,-117.99382254322335,68,1
36.01400034611686,-115.23473733614719,68,1
41.524662416449175,-71.79690663245866,67,1
40.02713443737644,-78.12368835054973,62,1
42.43833218521883,-82.80365252728333,72,1
34.61602561257224,-93.05284591050741,73,1
39.14301819080651,-86.2729495662126,60,1
37.75556044574418,-121.45702490688333,65,1
40.34108231755804,-73.26713654154467,71,1
34.17153337333244,-81.69910290366492,72,1
33.695191877723865,-116.32381607011972,64,1
39.259743819186944,-122.22611625368819,61,1
36.88089413520496,-97.48710063508882,65,1
32.228541314937985,-96.98244294486958,65,1
42.70170584520076,-87.78531681528234,63,1
42.7301067953325,-78.88843823917972,72,1
34.00210409963541,-115.70079925283919,73,1
40.89575834379289,-79.60455535037248,70,1
37.339186501209234,-121.50619276992067,75,1
44.81071087698366,-88.24851780093073,66,1
44.77565619095217,-92.8058469813902,67,1
38.06612316015625,-122.34888761468702,70,1
25.302266395039613,-81.02087549846767,68,1
32.855721522752994,-116.6879224944555,66,1
35.258819059762146,-99.45985369261611,69,1
40.54656358441105,-88.63725276321597,71,1
46.06214631702957,-122.25795147970528,70,1
39.84206103681681,-74.5414678269207,62,1
31.348754074637686,-83.69158274214408,71,1
30.678083612597174,-90.78152583499461,67,1
36.34215233794615,-81.37344721250095,64,1
47.440544003859884,-117.1282560860875,57,1
29.165327495724824,-81.0410442428563,62,1
